Customer ID,Age,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Preferred Payment Method,Frequency Grouped,Gender_Male,Category_clothing,Category_footwear,Category_outerwear,Payment Method_Cash,Payment Method_Credit Card,Payment Method_Debit Card,Payment Method_PayPal,Payment Method_Venmo
123,-0.26672994267555433,Backpack,-0.8374499442741657,washington,L,Brown,Spring,1.4664080219721174,1,2-Day Shipping,1,1.2915635053578296,Cash,2,True,False,False,False,False,True,False,False,False
124,0.8515211203162492,Sweater,1.2331855367632105,louisiana,L,Brown,Fall,-0.908678860612391,1,Free Shipping,1,1.4300083083794797,Cash,2,True,True,False,False,False,False,True,False,False
125,-0.003612045501012201,Sweater,1.1064119358833708,nevada,M,Gray,Spring,-0.908678860612391,1,Next Day Air,1,1.70689791442278,PayPal,0,True,True,False,False,False,False,False,True,False
126,0.3252853259671652,Shorts,-0.24583980683491527,california,M,Indigo,Winter,-0.21012389514635896,1,Next Day Air,1,1.3607859068686547,Venmo,1,True,True,False,False,True,False,False,False,False
127,-0.06939151979464783,Shorts,-1.0064814121139516,mississippi,L,Pink,Spring,0.20900908413325997,1,Store Pickup,1,1.5684531114011298,Cash,1,True,True,False,False,False,False,False,False,False
128,-1.3192015313737222,Sweater,1.2331855367632105,mississippi,M,Gray,Winter,1.4664080219721174,1,Next Day Air,1,0.04556027816298032,Credit Card,2,True,True,False,False,False,False,False,False,True
129,-1.5823194285482642,Scarf,-1.1755128799537373,california,M,Gold,Spring,1.3266970288789117,1,Standard,1,-0.30055172939114433,Credit Card,2,True,False,False,False,False,False,False,False,True
130,-1.3192015313737222,Dress,0.3035124636443885,pennsylvania,XL,Olive,Summer,0.6281420634128797,1,2-Day Shipping,1,1.6376755129119545,PayPal,2,True,True,False,False,True,False,False,False,False
131,-0.003612045501012201,Scarf,-0.879707811234112,kentucky,L,Violet,Fall,-0.07041290205315238,1,Next Day Air,1,-0.8543309414777439,PayPal,2,True,False,False,False,False,True,False,False,False
132,-1.0560836341991802,Skirt,-1.3022864808335766,maine,L,Indigo,Summer,0.20900908413325997,1,Standard,1,1.4300083083794797,Credit Card,2,True,True,False,False,False,False,False,True,False
133,-0.9245246856119091,Backpack,-0.07680833899512932,new mexico,M,Orange,Fall,1.3266970288789117,1,2-Day Shipping,1,1.15311870233618,PayPal,2,True,False,False,False,False,False,False,False,False
134,0.5226237488480714,Sweater,0.21899672972449555,montana,M,Violet,Winter,-1.7469448191716304,1,Next Day Air,1,-0.02366212334784435,Venmo,0,True,True,False,False,False,False,False,False,False
135,-0.06939151979464783,Hat,1.4444748715629427,texas,L,Gray,Fall,1.6061190150653248,1,Store Pickup,1,-0.02366212334784435,Cash,1,True,False,False,False,False,True,False,False,False
136,-0.06939151979464783,Sandals,0.8951226010836386,kansas,M,Purple,Fall,0.4884310703196723,1,Express,1,-0.923553342988569,PayPal,0,True,False,True,False,False,False,False,True,False
137,-0.33250941696919,Blouse,1.1064119358833708,south carolina,M,White,Winter,-0.6292568744259787,1,Free Shipping,1,-1.4773325550751686,Debit Card,0,True,True,False,False,False,True,False,False,False
138,1.5750953375462393,Sneakers,-0.7106763433943265,colorado,M,Turquoise,Spring,1.3266970288789117,1,Free Shipping,1,0.8762290962928801,PayPal,2,True,False,True,False,True,False,False,False,False
139,1.5750953375462393,Skirt,-1.3022864808335766,georgia,M,Maroon,Winter,0.9075640495992928,1,Store Pickup,1,1.15311870233618,Bank Transfer,2,True,True,False,False,True,False,False,False,False
140,0.3252853259671652,Coat,1.486732738522889,florida,M,White,Fall,0.06929809104005341,1,Store Pickup,1,0.3224498842062801,Venmo,0,True,False,False,True,False,False,True,False,False
141,1.2461979660780622,Shirt,-1.344544347793523,north carolina,L,Yellow,Fall,0.20900908413325997,1,2-Day Shipping,1,1.70689791442278,Credit Card,2,True,True,False,False,False,False,False,False,False
142,0.7857416460226139,Gloves,-0.5839027425144868,virginia,M,Turquoise,Fall,1.6061190150653248,1,Free Shipping,1,1.3607859068686547,PayPal,2,True,False,False,False,False,False,False,True,False
143,-0.46406836555646086,Jacket,-0.07680833899512932,nebraska,L,Violet,Fall,-0.908678860612391,1,Free Shipping,1,0.5301170887387553,Credit Card,2,True,False,False,True,False,False,False,True,False
144,-0.9245246856119091,Coat,-0.49938700859459384,missouri,M,Beige,Fall,-1.4675228329852172,1,Store Pickup,1,-0.02366212334784435,PayPal,0,True,False,False,True,False,False,False,False,False
145,-1.6480989028418997,Shoes,-0.7106763433943265,new jersey,M,Silver,Fall,-0.7689678675191844,1,Express,1,-0.02366212334784435,Cash,1,True,False,True,False,False,True,False,False,False
146,-1.3192015313737222,Jewelry,1.486732738522889,missouri,M,Teal,Fall,1.0472750426924986,1,Standard,1,1.2915635053578296,Debit Card,0,True,False,False,False,False,False,False,False,True
147,0.5226237488480714,Skirt,-1.2600286138736303,colorado,S,Black,Fall,0.34872007722646653,1,Standard,1,-0.30055172939114433,Venmo,2,True,True,False,False,False,False,True,False,False
148,1.2461979660780622,Shoes,0.17673886276454923,idaho,M,Purple,Summer,-0.3498348882395655,1,2-Day Shipping,1,0.39167228571710516,Bank Transfer,2,True,False,True,False,False,False,False,False,False
149,-0.46406836555646086,Gloves,1.2754434037231568,wyoming,M,Gray,Fall,-1.6072338260784238,1,Store Pickup,1,1.4992307098903048,Debit Card,0,True,False,False,False,False,False,False,True,False
150,-0.39828889126282524,Pants,0.6838332662839067,delaware,M,White,Summer,-0.7689678675191844,1,Free Shipping,1,-0.7851085399669191,PayPal,1,True,True,False,False,False,False,False,False,True
151,-0.5956273141437318,Boots,1.5289906054828362,california,L,Cyan,Fall,1.6061190150653248,1,Standard,1,-0.5774413354344441,Debit Card,1,True,False,True,False,False,False,False,False,False
152,-1.0560836341991802,Sunglasses,-0.5416448755545406,north dakota,L,Turquoise,Fall,1.0472750426924986,1,Next Day Air,1,-1.5465549565859937,Venmo,0,True,False,False,False,False,False,True,False,False
153,-0.9245246856119091,Shirt,1.0641540689234246,south carolina,S,Brown,Summer,0.7678530565060855,1,Express,1,1.15311870233618,Venmo,0,True,True,False,False,False,False,False,True,False
154,1.6408748118398753,Hoodie,-0.20358193987496898,north carolina,M,Maroon,Winter,-0.7689678675191844,1,Standard,1,-0.23132932788031949,Debit Card,0,True,True,False,False,False,False,True,False,False
155,-0.2009504683819187,Dress,1.6135063394027287,oklahoma,M,Charcoal,Fall,-0.21012389514635896,1,Next Day Air,1,-0.30055172939114433,Venmo,0,True,True,False,False,False,False,True,False,False
156,1.2461979660780622,Socks,0.726091133243853,maine,S,Olive,Spring,0.7678530565060855,1,Free Shipping,1,-0.30055172939114433,Bank Transfer,0,True,True,False,False,True,False,False,False,False
157,-0.5956273141437318,Shorts,-1.429060081713416,missouri,M,Lavender,Fall,0.34872007722646653,1,Standard,1,1.01467389931453,Debit Card,0,True,True,False,False,False,False,False,False,True
158,-0.5298478398500965,Hat,0.3457703306043352,vermont,S,Yellow,Fall,-1.0483898537055976,1,Next Day Air,1,-1.6849997596076436,Bank Transfer,2,True,False,False,False,False,False,True,False,False
159,-1.2534220570800867,Shirt,0.5570596654040675,connecticut,XL,Teal,Fall,0.4884310703196723,1,Standard,1,1.70689791442278,Bank Transfer,1,True,True,False,False,False,False,False,False,False
